sample_name	condition
SRR2225749_GSM1865617_Primary_dermal_fibroblast_B_WT_non_stimulated_Sample_2_Homo_sapiens_RNA-Seq	Control
SRR2225753_GSM1865621_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_2_h_Sample_6_Homo_sapiens_RNA-Seq	Control
SRR2225752_GSM1865620_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_5_Homo_sapiens_RNA-Seq	Control
SRR2225748_GSM1865616_Primary_dermal_fibroblast_A_WT_non_stimulated_Sample_1_Homo_sapiens_RNA-Seq	Control
SRR2225751_GSM1865619_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_4_Homo_sapiens_RNA-Seq	Control
SRR2225750_GSM1865618_Primary_dermal_fibroblast_C_WT_non_stimulated_Sample_3_Homo_sapiens_RNA-Seq	Control
SRR2225754_GSM1865622_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_12_h_Sample_7_Homo_sapiens_RNA-Seq	Control
SRR2225755_GSM1865623_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_non_stimulated_Sample_8_Homo_sapiens_RNA-Seq	Control
SRR2225756_GSM1865624_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_TNF_1000_U_mL_2_h_Sample_9_Homo_sapiens_RNA-Seq	Control
SRR2225758_GSM1865626_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_11_Homo_sapiens_RNA-Seq	Control
SRR2225757_GSM1865625_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_TNF_1000_U_mL_12_h_Sample_10_Homo_sapiens_RNA-Seq	Control
SRR2225759_GSM1865627_hTert-immortilized_dermal_fibroblast_SW603_WT_poly_dA_dT_16_h_Sample_12_Homo_sapiens_RNA-Seq	Control
SRR2225760_GSM1865628_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_non_stimulated_Sample_13_Homo_sapiens_RNA-Seq	Control
SRR2225761_GSM1865629_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_poly_dA_dT_16_h_Sample_14_Homo_sapiens_RNA-Seq	Control
SRR2225762_GSM1865630_Primary_dermal_fibroblasts_SW1756_from_XLPDR_patient_POLA1-deficient_non_stimulated_Sample_15_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225764_GSM1865632_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_non_stimulated_Sample_17_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225763_GSM1865631_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_non_stimulated_Sample_16_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225765_GSM1865633_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_TNF_1000_U_mL_2_h_Sample_18_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225766_GSM1865634_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_TNF_1000_U_mL_12_h_Sample_19_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225767_GSM1865635_hTert-immortilized_dermal_fibroblast_SW603_WT_siPOLA1_non_stimulated_Sample_20_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225768_GSM1865636_hTert-immortilized_dermal_fibroblast_SW603_WT_siPOLA1_TNF_1000_U_mL_2_h_Sample_21_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225769_GSM1865637_hTert-immortilized_dermal_fibroblast_SW603_WT_siPOLA1_TNF_1000_U_mL_12_h_Sample_22_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225771_GSM1865639_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_poly_dA_dT_16_h_Sample_24_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225770_GSM1865638_hTert-immortilized_dermal_fibroblast_SW606_from_XLPDR_patient_POLA1-deficient_non_stimulated_Sample_23_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225772_GSM1865640_hTert-immortilized_dermal_fibroblast_SW603_WT_siPOLA1_non_stimulated_Sample_25_Homo_sapiens_RNA-Seq	POLA1_deficient
SRR2225773_GSM1865641_hTert-immortilized_dermal_fibroblast_SW603_WT_siPOLA1_poly_dA_dT_16_h_Sample_26_Homo_sapiens_RNA-Seq	POLA1_deficient
