sample_name	condition
SRR2316060_GSM1872997_Mac.4.3_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316059_GSM1872996_Mac.4.2_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316058_GSM1872995_Mac.4.1_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316055_GSM1872992_Mac.1.1_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316056_GSM1872993_Mac.1.2_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316057_GSM1872994_Mac.1.3_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316065_GSM1873002_Rough.1.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316061_GSM1872998_Mac.24.1_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316063_GSM1873000_Mac.24.3_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316062_GSM1872999_Mac.24.2_mRNA_Homo_sapiens_RNA-Seq	uninfected
SRR2316064_GSM1873001_Rough.1.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316066_GSM1873003_Rough.1.3_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316067_GSM1873004_Rough.4.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316068_GSM1873005_Rough.4.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316070_GSM1873007_Rough.24.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316071_GSM1873008_Rough.24.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316069_GSM1873006_Rough.4.3_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316072_GSM1873009_Rough.24.3_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316073_GSM1873010_Smooth.1.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316074_GSM1873011_Smooth.1.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316077_GSM1873014_Smooth.4.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316075_GSM1873012_Smooth.1.3_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316076_GSM1873013_Smooth.4.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316078_GSM1873015_Smooth.4.3_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316079_GSM1873016_Smooth.24.1_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316080_GSM1873017_Smooth.24.2_mRNA_Homo_sapiens_RNA-Seq	infected
SRR2316081_GSM1873018_Smooth.24.3_mRNA_Homo_sapiens_RNA-Seq	infected
