sample_name	condition
SRR2131526_GSM1833897_WT_d50_2_Homo_sapiens_RNA-Seq	wildtype
SRR2131527_GSM1833898_WT_d50_3_Homo_sapiens_RNA-Seq	wildtype
SRR2131528_GSM1833899_WT_d50_4_Homo_sapiens_RNA-Seq	wildtype
SRR2131529_GSM1833900_WT_d50_5_Homo_sapiens_RNA-Seq	wildtype
SRR2131530_GSM1833901_WT_d50_6_Homo_sapiens_RNA-Seq	wildtype
SRR2131531_GSM1833902_ex8_wm_d50_1_Homo_sapiens_RNA-Seq	mutant
SRR2131532_GSM1833903_ex8_wm_d50_2_Homo_sapiens_RNA-Seq	mutant
SRR2131533_GSM1833904_ex8_wm_d50_3_Homo_sapiens_RNA-Seq	mutant
SRR2131534_GSM1833905_ex8_wm_d50_4_Homo_sapiens_RNA-Seq	mutant
SRR2131535_GSM1833906_ex8_wm_d50_5_Homo_sapiens_RNA-Seq	mutant
SRR2131536_GSM1833907_ex8_wm_d50_6_Homo_sapiens_RNA-Seq	mutant
SRR2131537_GSM1833908_ex8_mm_d50_1_Homo_sapiens_RNA-Seq	mutant
SRR2131538_GSM1833909_ex8_mm_d50_2_Homo_sapiens_RNA-Seq	mutant
SRR2131541_GSM1833912_ex2_mm_d50_1_Homo_sapiens_RNA-Seq	mutant
SRR2131542_GSM1833913_ex2_mm_d50_2_Homo_sapiens_RNA-Seq	mutant
SRR2131543_GSM1833914_ex2_mm_d50_3_Homo_sapiens_RNA-Seq	mutant
SRR2131544_GSM1833915_ex2_mm_d50_4_Homo_sapiens_RNA-Seq	mutant
SRR2131545_GSM1833916_ex2_mm_d50_5_Homo_sapiens_RNA-Seq	mutant
SRR2131546_GSM1833917_ex2_mm_d50_6_Homo_sapiens_RNA-Seq	mutant
