Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1725922	GSM1565955: DC_MTB_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10485	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725922/SRR1725922.sra	SRR1725922.sra	SRR1725922_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR1725922/SRR1725922.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/002/SRR1725922/SRR1725922.fastq.gz	SRR1725922.fastq.gz	SRR1725922_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725925	GSM1565955: DC_MTB_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10393	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725925/SRR1725925.sra	SRR1725925.sra	SRR1725925_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/005/SRR1725925/SRR1725925.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/005/SRR1725925/SRR1725925.fastq.gz	SRR1725925.fastq.gz	SRR1725925_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725924	GSM1565955: DC_MTB_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	11046	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725924/SRR1725924.sra	SRR1725924.sra	SRR1725924_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR1725924/SRR1725924.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/004/SRR1725924/SRR1725924.fastq.gz	SRR1725924.fastq.gz	SRR1725924_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725926	GSM1565956: DC_NI_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10942	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725926/SRR1725926.sra	SRR1725926.sra	SRR1725926_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/006/SRR1725926/SRR1725926.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/006/SRR1725926/SRR1725926.fastq.gz	SRR1725926.fastq.gz	SRR1725926_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725927	GSM1565956: DC_NI_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	11060	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725927/SRR1725927.sra	SRR1725927.sra	SRR1725927_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/007/SRR1725927/SRR1725927.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/007/SRR1725927/SRR1725927.fastq.gz	SRR1725927.fastq.gz	SRR1725927_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725923	GSM1565955: DC_MTB_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10900	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725923/SRR1725923.sra	SRR1725923.sra	SRR1725923_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR1725923/SRR1725923.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/003/SRR1725923/SRR1725923.fastq.gz	SRR1725923.fastq.gz	SRR1725923_GSM1565955_DC_MTB_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725928	GSM1565956: DC_NI_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	11170	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725928/SRR1725928.sra	SRR1725928.sra	SRR1725928_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/008/SRR1725928/SRR1725928.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/008/SRR1725928/SRR1725928.fastq.gz	SRR1725928.fastq.gz	SRR1725928_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725929	GSM1565956: DC_NI_rep1 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10545	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725929/SRR1725929.sra	SRR1725929.sra	SRR1725929_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/009/SRR1725929/SRR1725929.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/009/SRR1725929/SRR1725929.fastq.gz	SRR1725929.fastq.gz	SRR1725929_GSM1565956_DC_NI_rep1_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725930	GSM1565957: DC_MTB_rep2 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	8765	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725930/SRR1725930.sra	SRR1725930.sra	SRR1725930_GSM1565957_DC_MTB_rep2_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR1725930/SRR1725930.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/000/SRR1725930/SRR1725930.fastq.gz	SRR1725930.fastq.gz	SRR1725930_GSM1565957_DC_MTB_rep2_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
SRR1725931	GSM1565957: DC_MTB_rep2 (RNA-Seq); Homo sapiens; RNA-Seq	Illumina HiSeq 2500	8885	1433088000000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR172/SRR1725931/SRR1725931.sra	SRR1725931.sra	SRR1725931_GSM1565957_DC_MTB_rep2_RNA-Seq_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR1725931/SRR1725931.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR172/001/SRR1725931/SRR1725931.fastq.gz	SRR1725931.fastq.gz	SRR1725931_GSM1565957_DC_MTB_rep2_RNA-Seq_Homo_sapiens_RNA-Seq.fastq.gz
