Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR2049585	GSM1703028: CT022; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	4470	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049585/SRR2049585.sra	SRR2049585.sra	SRR2049585_GSM1703028_CT022_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/005/SRR2049585/SRR2049585.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/005/SRR2049585/SRR2049585.fastq.gz	SRR2049585.fastq.gz	SRR2049585_GSM1703028_CT022_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049588	GSM1703031: CT013; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	5047	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049588/SRR2049588.sra	SRR2049588.sra	SRR2049588_GSM1703031_CT013_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/008/SRR2049588/SRR2049588.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/008/SRR2049588/SRR2049588.fastq.gz	SRR2049588.fastq.gz	SRR2049588_GSM1703031_CT013_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049583	GSM1703026: CT052; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	4187	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049583/SRR2049583.sra	SRR2049583.sra	SRR2049583_GSM1703026_CT052_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/003/SRR2049583/SRR2049583.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/003/SRR2049583/SRR2049583.fastq.gz	SRR2049583.fastq.gz	SRR2049583_GSM1703026_CT052_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049586	GSM1703029: CT114; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3950	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049586/SRR2049586.sra	SRR2049586.sra	SRR2049586_GSM1703029_CT114_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/006/SRR2049586/SRR2049586.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/006/SRR2049586/SRR2049586.fastq.gz	SRR2049586.fastq.gz	SRR2049586_GSM1703029_CT114_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049587	GSM1703030: CT170; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3714	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049587/SRR2049587.sra	SRR2049587.sra	SRR2049587_GSM1703030_CT170_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/007/SRR2049587/SRR2049587.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/007/SRR2049587/SRR2049587.fastq.gz	SRR2049587.fastq.gz	SRR2049587_GSM1703030_CT170_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049584	GSM1703027: CT016; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	4728	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049584/SRR2049584.sra	SRR2049584.sra	SRR2049584_GSM1703027_CT016_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/004/SRR2049584/SRR2049584.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/004/SRR2049584/SRR2049584.fastq.gz	SRR2049584.fastq.gz	SRR2049584_GSM1703027_CT016_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049590	GSM1703033: CT024; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3911	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049590/SRR2049590.sra	SRR2049590.sra	SRR2049590_GSM1703033_CT024_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/000/SRR2049590/SRR2049590.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/000/SRR2049590/SRR2049590.fastq.gz	SRR2049590.fastq.gz	SRR2049590_GSM1703033_CT024_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049589	GSM1703032: CT020; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3772	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049589/SRR2049589.sra	SRR2049589.sra	SRR2049589_GSM1703032_CT020_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/009/SRR2049589/SRR2049589.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/009/SRR2049589/SRR2049589.fastq.gz	SRR2049589.fastq.gz	SRR2049589_GSM1703032_CT020_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049591	GSM1703034: CT026; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	4853	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049591/SRR2049591.sra	SRR2049591.sra	SRR2049591_GSM1703034_CT026_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/001/SRR2049591/SRR2049591.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/001/SRR2049591/SRR2049591.fastq.gz	SRR2049591.fastq.gz	SRR2049591_GSM1703034_CT026_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049593	GSM1703036: CT032; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3885	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049593/SRR2049593.sra	SRR2049593.sra	SRR2049593_GSM1703036_CT032_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/003/SRR2049593/SRR2049593.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/003/SRR2049593/SRR2049593.fastq.gz	SRR2049593.fastq.gz	SRR2049593_GSM1703036_CT032_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049592	GSM1703035: CT030; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	6161	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049592/SRR2049592.sra	SRR2049592.sra	SRR2049592_GSM1703035_CT030_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/002/SRR2049592/SRR2049592.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/002/SRR2049592/SRR2049592.fastq.gz	SRR2049592.fastq.gz	SRR2049592_GSM1703035_CT030_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049594	GSM1703037: CT044; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3345	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049594/SRR2049594.sra	SRR2049594.sra	SRR2049594_GSM1703037_CT044_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/004/SRR2049594/SRR2049594.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/004/SRR2049594/SRR2049594.fastq.gz	SRR2049594.fastq.gz	SRR2049594_GSM1703037_CT044_Homo_sapiens_RNA-Seq.fastq.gz
SRR2049595	GSM1703038: CT046; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	3943	1433433600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR204/SRR2049595/SRR2049595.sra	SRR2049595.sra	SRR2049595_GSM1703038_CT046_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR204/005/SRR2049595/SRR2049595.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR204/005/SRR2049595/SRR2049595.fastq.gz	SRR2049595.fastq.gz	SRR2049595_GSM1703038_CT046_Homo_sapiens_RNA-Seq.fastq.gz
