Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1658395	GSM1551266: PTC3 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1234	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658395/SRR1658395.sra	SRR1658395.sra	SRR1658395_GSM1551266_PTC3_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658395/SRR1658395.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/005/SRR1658395/SRR1658395.fastq.gz	SRR1658395.fastq.gz	SRR1658395_GSM1551266_PTC3_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658394	GSM1551265: PTC2 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1268	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658394/SRR1658394.sra	SRR1658394.sra	SRR1658394_GSM1551265_PTC2_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658394/SRR1658394.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/004/SRR1658394/SRR1658394.fastq.gz	SRR1658394.fastq.gz	SRR1658394_GSM1551265_PTC2_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658397	GSM1551268: PTC5 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1633	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658397/SRR1658397.sra	SRR1658397.sra	SRR1658397_GSM1551268_PTC5_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658397/SRR1658397.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/007/SRR1658397/SRR1658397.fastq.gz	SRR1658397.fastq.gz	SRR1658397_GSM1551268_PTC5_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658393	GSM1551264: PTC1 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1157	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658393/SRR1658393.sra	SRR1658393.sra	SRR1658393_GSM1551264_PTC1_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658393/SRR1658393.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/003/SRR1658393/SRR1658393.fastq.gz	SRR1658393.fastq.gz	SRR1658393_GSM1551264_PTC1_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658396	GSM1551267: PTC4 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	2263	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658396/SRR1658396.sra	SRR1658396.sra	SRR1658396_GSM1551267_PTC4_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658396/SRR1658396.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/006/SRR1658396/SRR1658396.fastq.gz	SRR1658396.fastq.gz	SRR1658396_GSM1551267_PTC4_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658398	GSM1551269: PTC6 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	2329	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658398/SRR1658398.sra	SRR1658398.sra	SRR1658398_GSM1551269_PTC6_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658398/SRR1658398.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/008/SRR1658398/SRR1658398.fastq.gz	SRR1658398.fastq.gz	SRR1658398_GSM1551269_PTC6_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658400	GSM1551271: PTC8 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1593	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658400/SRR1658400.sra	SRR1658400.sra	SRR1658400_GSM1551271_PTC8_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658400/SRR1658400.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/000/SRR1658400/SRR1658400.fastq.gz	SRR1658400.fastq.gz	SRR1658400_GSM1551271_PTC8_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658399	GSM1551270: PTC7 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	2869	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658399/SRR1658399.sra	SRR1658399.sra	SRR1658399_GSM1551270_PTC7_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658399/SRR1658399.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/009/SRR1658399/SRR1658399.fastq.gz	SRR1658399.fastq.gz	SRR1658399_GSM1551270_PTC7_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658402	GSM1551273: NTH2 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	2231	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658402/SRR1658402.sra	SRR1658402.sra	SRR1658402_GSM1551273_NTH2_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658402/SRR1658402.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/002/SRR1658402/SRR1658402.fastq.gz	SRR1658402.fastq.gz	SRR1658402_GSM1551273_NTH2_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
SRR1658403	GSM1551274: NTH3 - small RNAseq; Homo sapiens; miRNA-Seq	Illumina Genome Analyzer IIx	1305	1440345600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR165/SRR1658403/SRR1658403.sra	SRR1658403.sra	SRR1658403_GSM1551274_NTH3_-_small_RNAseq_Homo_sapiens_miRNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658403/SRR1658403.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR165/003/SRR1658403/SRR1658403.fastq.gz	SRR1658403.fastq.gz	SRR1658403_GSM1551274_NTH3_-_small_RNAseq_Homo_sapiens_miRNA-Seq.fastq.gz
