Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1398532	GSM1412698: C1; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	139158	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398532/SRR1398532.sra	SRR1398532.sra	SRR1398532_GSM1412698_C1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/002/SRR1398532/SRR1398532.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/002/SRR1398532/SRR1398532.fastq.gz	SRR1398532.fastq.gz	SRR1398532_GSM1412698_C1_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398534	GSM1412700: C3; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	132052	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398534/SRR1398534.sra	SRR1398534.sra	SRR1398534_GSM1412700_C3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/004/SRR1398534/SRR1398534.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/004/SRR1398534/SRR1398534.fastq.gz	SRR1398534.fastq.gz	SRR1398534_GSM1412700_C3_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398535	GSM1412701: C4; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	146565	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398535/SRR1398535.sra	SRR1398535.sra	SRR1398535_GSM1412701_C4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/005/SRR1398535/SRR1398535.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/005/SRR1398535/SRR1398535.fastq.gz	SRR1398535.fastq.gz	SRR1398535_GSM1412701_C4_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398566	GSM1412732: F4_blasts; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	132132	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398566/SRR1398566.sra	SRR1398566.sra	SRR1398566_GSM1412732_F4_blasts_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/006/SRR1398566/SRR1398566.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/006/SRR1398566/SRR1398566.fastq.gz	SRR1398566.fastq.gz	SRR1398566_GSM1412732_F4_blasts_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398533	GSM1412699: C2; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	142985	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398533/SRR1398533.sra	SRR1398533.sra	SRR1398533_GSM1412699_C2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/003/SRR1398533/SRR1398533.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/003/SRR1398533/SRR1398533.fastq.gz	SRR1398533.fastq.gz	SRR1398533_GSM1412699_C2_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398567	GSM1412733: F4_tubes; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	230438	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398567/SRR1398567.sra	SRR1398567.sra	SRR1398567_GSM1412733_F4_tubes_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/007/SRR1398567/SRR1398567.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/007/SRR1398567/SRR1398567.fastq.gz	SRR1398567.fastq.gz	SRR1398567_GSM1412733_F4_tubes_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398536	GSM1412702: C5; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	133118	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398536/SRR1398536.sra	SRR1398536.sra	SRR1398536_GSM1412702_C5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/006/SRR1398536/SRR1398536.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/006/SRR1398536/SRR1398536.fastq.gz	SRR1398536.fastq.gz	SRR1398536_GSM1412702_C5_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398537	GSM1412703: C6; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	64374	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398537/SRR1398537.sra	SRR1398537.sra	SRR1398537_GSM1412703_C6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/007/SRR1398537/SRR1398537.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/007/SRR1398537/SRR1398537.fastq.gz	SRR1398537.fastq.gz	SRR1398537_GSM1412703_C6_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398540	GSM1412706: C9; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	129344	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398540/SRR1398540.sra	SRR1398540.sra	SRR1398540_GSM1412706_C9_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/000/SRR1398540/SRR1398540.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/000/SRR1398540/SRR1398540.fastq.gz	SRR1398540.fastq.gz	SRR1398540_GSM1412706_C9_Homo_sapiens_RNA-Seq.fastq.gz
SRR1398539	GSM1412705: C8; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	129635	1404316800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR139/SRR1398539/SRR1398539.sra	SRR1398539.sra	SRR1398539_GSM1412705_C8_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/009/SRR1398539/SRR1398539.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR139/009/SRR1398539/SRR1398539.fastq.gz	SRR1398539.fastq.gz	SRR1398539_GSM1412705_C8_Homo_sapiens_RNA-Seq.fastq.gz
