Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1798148	GSM1607086: Sample0003_NL_L008_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	51214	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798148/SRR1798148.sra	SRR1798148.sra	SRR1798148_GSM1607086_Sample0003_NL_L008_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/008/SRR1798148/SRR1798148.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/008/SRR1798148/SRR1798148.fastq.gz	SRR1798148.fastq.gz	SRR1798148_GSM1607086_Sample0003_NL_L008_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798144	GSM1607082: Sample0010_NL_L008_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	51775	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798144/SRR1798144.sra	SRR1798144.sra	SRR1798144_GSM1607082_Sample0010_NL_L008_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/004/SRR1798144/SRR1798144.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/004/SRR1798144/SRR1798144.fastq.gz	SRR1798144.fastq.gz	SRR1798144_GSM1607082_Sample0010_NL_L008_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798147	GSM1607085: Sample0003_LS_L008_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	46516	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798147/SRR1798147.sra	SRR1798147.sra	SRR1798147_GSM1607085_Sample0003_LS_L008_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/007/SRR1798147/SRR1798147.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/007/SRR1798147/SRR1798147.fastq.gz	SRR1798147.fastq.gz	SRR1798147_GSM1607085_Sample0003_LS_L008_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798146	GSM1607084: Sample0001_NL_L007_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	56983	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798146/SRR1798146.sra	SRR1798146.sra	SRR1798146_GSM1607084_Sample0001_NL_L007_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/006/SRR1798146/SRR1798146.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/006/SRR1798146/SRR1798146.fastq.gz	SRR1798146.fastq.gz	SRR1798146_GSM1607084_Sample0001_NL_L007_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798145	GSM1607083: Sample0001_LS_L007_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	57314	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798145/SRR1798145.sra	SRR1798145.sra	SRR1798145_GSM1607083_Sample0001_LS_L007_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/005/SRR1798145/SRR1798145.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/005/SRR1798145/SRR1798145.fastq.gz	SRR1798145.fastq.gz	SRR1798145_GSM1607083_Sample0001_LS_L007_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798143	GSM1607081: Sample0010_LS_L008_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	48278	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798143/SRR1798143.sra	SRR1798143.sra	SRR1798143_GSM1607081_Sample0010_LS_L008_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/003/SRR1798143/SRR1798143.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/003/SRR1798143/SRR1798143.fastq.gz	SRR1798143.fastq.gz	SRR1798143_GSM1607081_Sample0010_LS_L008_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798150	GSM1607088: Sample0004_NL_L001_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	52018	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798150/SRR1798150.sra	SRR1798150.sra	SRR1798150_GSM1607088_Sample0004_NL_L001_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/000/SRR1798150/SRR1798150.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/000/SRR1798150/SRR1798150.fastq.gz	SRR1798150.fastq.gz	SRR1798150_GSM1607088_Sample0004_NL_L001_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798151	GSM1607089: Sample0005_LS_L001_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	70153	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798151/SRR1798151.sra	SRR1798151.sra	SRR1798151_GSM1607089_Sample0005_LS_L001_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/001/SRR1798151/SRR1798151.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/001/SRR1798151/SRR1798151.fastq.gz	SRR1798151.fastq.gz	SRR1798151_GSM1607089_Sample0005_LS_L001_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798149	GSM1607087: Sample0004_LS_L001_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	55173	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798149/SRR1798149.sra	SRR1798149.sra	SRR1798149_GSM1607087_Sample0004_LS_L001_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/009/SRR1798149/SRR1798149.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/009/SRR1798149/SRR1798149.fastq.gz	SRR1798149.fastq.gz	SRR1798149_GSM1607087_Sample0004_LS_L001_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
SRR1798152	GSM1607090: Sample0005_NL_L001_R1_001; Homo sapiens; RNA-Seq	Illumina Genome Analyzer IIx	55433	1443542400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR179/SRR1798152/SRR1798152.sra	SRR1798152.sra	SRR1798152_GSM1607090_Sample0005_NL_L001_R1_001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/002/SRR1798152/SRR1798152.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR179/002/SRR1798152/SRR1798152.fastq.gz	SRR1798152.fastq.gz	SRR1798152_GSM1607090_Sample0005_NL_L001_R1_001_Homo_sapiens_RNA-Seq.fastq.gz
