Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1839791	GSM1625675: CTRL, 2343-TA-1; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	89602	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839791/SRR1839791.sra	SRR1839791.sra	SRR1839791_GSM1625675_CTRL_2343-TA-1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR1839791/SRR1839791_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/001/SRR1839791/SRR1839791_1.fastq.gz	SRR1839791_1.fastq.gz	SRR1839791_GSM1625675_CTRL_2343-TA-1_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1839791	GSM1625675: CTRL, 2343-TA-1; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	89602	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839791/SRR1839791.sra	SRR1839791.sra	SRR1839791_GSM1625675_CTRL_2343-TA-1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR1839791/SRR1839791_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/001/SRR1839791/SRR1839791_2.fastq.gz	SRR1839791_2.fastq.gz	SRR1839791_GSM1625675_CTRL_2343-TA-1_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1839793	GSM1625677: RRMS, 2343-TA-3; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	95426	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839793/SRR1839793.sra	SRR1839793.sra	SRR1839793_GSM1625677_RRMS_2343-TA-3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR1839793/SRR1839793_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/003/SRR1839793/SRR1839793_1.fastq.gz	SRR1839793_1.fastq.gz	SRR1839793_GSM1625677_RRMS_2343-TA-3_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1839793	GSM1625677: RRMS, 2343-TA-3; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	95426	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839793/SRR1839793.sra	SRR1839793.sra	SRR1839793_GSM1625677_RRMS_2343-TA-3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR1839793/SRR1839793_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/003/SRR1839793/SRR1839793_2.fastq.gz	SRR1839793_2.fastq.gz	SRR1839793_GSM1625677_RRMS_2343-TA-3_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1839795	GSM1625679: RRMS, 2961-TA-39; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	76274	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839795/SRR1839795.sra	SRR1839795.sra	SRR1839795_GSM1625679_RRMS_2961-TA-39_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR1839795/SRR1839795_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/005/SRR1839795/SRR1839795_1.fastq.gz	SRR1839795_1.fastq.gz	SRR1839795_GSM1625679_RRMS_2961-TA-39_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1839795	GSM1625679: RRMS, 2961-TA-39; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	76274	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839795/SRR1839795.sra	SRR1839795.sra	SRR1839795_GSM1625679_RRMS_2961-TA-39_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR1839795/SRR1839795_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/005/SRR1839795/SRR1839795_2.fastq.gz	SRR1839795_2.fastq.gz	SRR1839795_GSM1625679_RRMS_2961-TA-39_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1839792	GSM1625676: RRMS, 2343-TA-2; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	95641	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839792/SRR1839792.sra	SRR1839792.sra	SRR1839792_GSM1625676_RRMS_2343-TA-2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR1839792/SRR1839792_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/002/SRR1839792/SRR1839792_1.fastq.gz	SRR1839792_1.fastq.gz	SRR1839792_GSM1625676_RRMS_2343-TA-2_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1839792	GSM1625676: RRMS, 2343-TA-2; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	95641	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839792/SRR1839792.sra	SRR1839792.sra	SRR1839792_GSM1625676_RRMS_2343-TA-2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR1839792/SRR1839792_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/002/SRR1839792/SRR1839792_2.fastq.gz	SRR1839792_2.fastq.gz	SRR1839792_GSM1625676_RRMS_2343-TA-2_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1839796	GSM1625680: RRMS, 2961-TA-40; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	85950	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839796/SRR1839796.sra	SRR1839796.sra	SRR1839796_GSM1625680_RRMS_2961-TA-40_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR1839796/SRR1839796_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/006/SRR1839796/SRR1839796_1.fastq.gz	SRR1839796_1.fastq.gz	SRR1839796_GSM1625680_RRMS_2961-TA-40_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1839796	GSM1625680: RRMS, 2961-TA-40; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	85950	1426003200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR183/SRR1839796/SRR1839796.sra	SRR1839796.sra	SRR1839796_GSM1625680_RRMS_2961-TA-40_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR1839796/SRR1839796_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR183/006/SRR1839796/SRR1839796_2.fastq.gz	SRR1839796_2.fastq.gz	SRR1839796_GSM1625680_RRMS_2961-TA-40_Homo_sapiens_RNA-Seq_2.fastq.gz
