Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR2225749	GSM1865617: Primary dermal fibroblast “B” , WT, non stimulated Sample 2; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	6944	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225749/SRR2225749.sra	SRR2225749.sra	SRR2225749_GSM1865617_Primary_dermal_fibroblast_B_WT_non_stimulated_Sample_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/009/SRR2225749/SRR2225749.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/009/SRR2225749/SRR2225749.fastq.gz	SRR2225749.fastq.gz	SRR2225749_GSM1865617_Primary_dermal_fibroblast_B_WT_non_stimulated_Sample_2_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225753	GSM1865621: hTert-immortilized dermal fibroblast SW603 , WT, TNF (1000 U/mL), 2 h Sample 6; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	9760	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225753/SRR2225753.sra	SRR2225753.sra	SRR2225753_GSM1865621_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_2_h_Sample_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/003/SRR2225753/SRR2225753.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/003/SRR2225753/SRR2225753.fastq.gz	SRR2225753.fastq.gz	SRR2225753_GSM1865621_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_2_h_Sample_6_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225752	GSM1865620: hTert-immortilized dermal fibroblast SW603 , WT, non stimulated Sample 5; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	9857	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225752/SRR2225752.sra	SRR2225752.sra	SRR2225752_GSM1865620_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/002/SRR2225752/SRR2225752.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/002/SRR2225752/SRR2225752.fastq.gz	SRR2225752.fastq.gz	SRR2225752_GSM1865620_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_5_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225748	GSM1865616: Primary dermal fibroblast “A”, WT, non stimulated Sample 1; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	7784	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225748/SRR2225748.sra	SRR2225748.sra	SRR2225748_GSM1865616_Primary_dermal_fibroblast_A_WT_non_stimulated_Sample_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/008/SRR2225748/SRR2225748.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/008/SRR2225748/SRR2225748.fastq.gz	SRR2225748.fastq.gz	SRR2225748_GSM1865616_Primary_dermal_fibroblast_A_WT_non_stimulated_Sample_1_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225751	GSM1865619: hTert-immortilized dermal fibroblast SW603 , WT, non stimulated Sample 4; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	9599	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225751/SRR2225751.sra	SRR2225751.sra	SRR2225751_GSM1865619_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/001/SRR2225751/SRR2225751.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/001/SRR2225751/SRR2225751.fastq.gz	SRR2225751.fastq.gz	SRR2225751_GSM1865619_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_4_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225750	GSM1865618: Primary dermal fibroblast “C” , WT, non stimulated Sample 3; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	8864	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225750/SRR2225750.sra	SRR2225750.sra	SRR2225750_GSM1865618_Primary_dermal_fibroblast_C_WT_non_stimulated_Sample_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/000/SRR2225750/SRR2225750.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/000/SRR2225750/SRR2225750.fastq.gz	SRR2225750.fastq.gz	SRR2225750_GSM1865618_Primary_dermal_fibroblast_C_WT_non_stimulated_Sample_3_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225754	GSM1865622: hTert-immortilized dermal fibroblast SW603 , WT, TNF (1000 U/mL), 12 h Sample 7; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	10050	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225754/SRR2225754.sra	SRR2225754.sra	SRR2225754_GSM1865622_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_12_h_Sample_7_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/004/SRR2225754/SRR2225754.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/004/SRR2225754/SRR2225754.fastq.gz	SRR2225754.fastq.gz	SRR2225754_GSM1865622_hTert-immortilized_dermal_fibroblast_SW603_WT_TNF_1000_U_mL_12_h_Sample_7_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225755	GSM1865623: hTert-immortilized dermal fibroblast SW603 , WT, + siControl; non stimulated Sample 8; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	14948	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225755/SRR2225755.sra	SRR2225755.sra	SRR2225755_GSM1865623_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_non_stimulated_Sample_8_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/005/SRR2225755/SRR2225755.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/005/SRR2225755/SRR2225755.fastq.gz	SRR2225755.fastq.gz	SRR2225755_GSM1865623_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_non_stimulated_Sample_8_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225756	GSM1865624: hTert-immortilized dermal fibroblast SW603 , WT, + siControl; TNF (1000 U/mL), 2 h Sample 9; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	16405	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225756/SRR2225756.sra	SRR2225756.sra	SRR2225756_GSM1865624_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_TNF_1000_U_mL_2_h_Sample_9_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/006/SRR2225756/SRR2225756.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/006/SRR2225756/SRR2225756.fastq.gz	SRR2225756.fastq.gz	SRR2225756_GSM1865624_hTert-immortilized_dermal_fibroblast_SW603_WT_siControl_TNF_1000_U_mL_2_h_Sample_9_Homo_sapiens_RNA-Seq.fastq.gz
SRR2225758	GSM1865626: hTert-immortilized dermal fibroblast SW603 , WT, non stimulated Sample 11; Homo sapiens; RNA-Seq	Illumina HiSeq 2500	7929	1449590400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225758/SRR2225758.sra	SRR2225758.sra	SRR2225758_GSM1865626_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_11_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR222/008/SRR2225758/SRR2225758.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR222/008/SRR2225758/SRR2225758.fastq.gz	SRR2225758.fastq.gz	SRR2225758_GSM1865626_hTert-immortilized_dermal_fibroblast_SW603_WT_non_stimulated_Sample_11_Homo_sapiens_RNA-Seq.fastq.gz
